email,order_entered,energy_efficiency_ratio
cgehrett@isdom.com,2,1.3
cgellinger@treequote.com,2,2.9
cgellinger@treequote.com,4,2.0
cgillian@ontomedia.com,1,1.5
cgillian@ontomedia.com,5,2.1
cgillian@ontomedia.com,6,1.7
cglick@rantouch.com,4,3.2
cglick@scotfind.com,1,3.7
cglick@scotfind.com,3,1.7
cglick@scotfind.com,7,2.0
cgobern@sunnamplex.com,1,12.7
cgochal@konex.com,2,1.5
cgochal@konex.com,3,2.1
cgochal@konex.com,5,2.0
cgochal@konex.com,6,3.5
cgochal@sonron.com,1,7.5
cgochal@sonron.com,3,3.3
cgreenbush@blackzim.com,3,1.6
cgrenet@y-corporation.com,1,3.0
cgwalthney@isdom.com,1,2.0
chagele@donquadtech.com,2,1.6
chagele@donquadtech.com,3,1.1
chalsey@dambase.com,2,3.4
chalter@toughzap.com,1,2.3
charnos@blackzim.com,1,2.2
charoldson@condax.com,3,1.0
charoldson@condax.com,7,4.7
chauenstein@xx-zobam.com,2,2.1
chauenstein@xx-zobam.com,4,2.6
cheintzman@zumgoity.com,1,1.3
chiatt@blackzim.com,3,4.2
chiatt@openlane.com,1,2.9
chiatt@openlane.com,3,3.1
chiatt@y-corporation.com,1,2.3
chiatt@y-corporation.com,3,3.7
chixenbaugh@dalttechnology.com,1,1.1
chixenbaugh@dalttechnology.com,2,3.2
choneywell@ganjaflex.com,1,1.6
choneywell@ganjaflex.com,2,1.6
choneywell@konex.com,1,1.7
choneywell@konex.com,4,1.1
choneywell@opentech.com,1,2.6
choneywell@opentech.com,4,1.8
choneywell@opentech.com,6,4.0
choogland@bioplex.com,3,8.0
choogland@isdom.com,3,3.4
chusser@dambase.com,1,7.6
citurbide@ontomedia.com,1,5.9
ckannady@y-corporation.com,2,3.1
ckarpel@singletechno.com,1,0.7
ckarpel@singletechno.com,3,1.6
ckeneipp@sonron.com,3,0.6
ckiel@betatech.com,1,4.7
ckiel@betatech.com,3,2.1
ckiel@toughzap.com,1,2.4
ckines@bioholding.com,3,11.7
ckines@openlane.com,1,1.3
ckines@openlane.com,3,1.4
ckippley@sonron.com,3,2.1
cklang@zoomit.com,3,3.0
cklang@zoomit.com,4,9.1
cklusman@donware.com,4,3.4
cklusman@opentech.com,3,6.2
cklusman@opentech.com,4,12.6
cknipp@groovestreet.com,4,5.3
cknipp@groovestreet.com,5,11.9
cknipp@hottechi.com,3,2.1
ckohl@dontechi.com,3,2.0
ckoppinger@hottechi.com,2,1.6
ckoppinger@hottechi.com,5,4.9
ckoppinger@hottechi.com,6,1.2
ckoppinger@streethex.com,1,9.5
ckorando@labdrill.com,1,3.1
ckorando@newex.com,1,4.3
ckownacki@doncon.com,2,12.6
ckownacki@doncon.com,3,1.8
ckownacki@doncon.com,4,1.6
ckulzer@silis.com,3,7.2
ckulzer@silis.com,4,11.9
ckusko@conecom.com,1,0.6
ckusko@conecom.com,2,0.6
ckusko@conecom.com,3,1.3
clabreche@opentech.com,2,1.0
clapage@zumgoity.com,1,2.8
clapage@zumgoity.com,2,3.0
clawler@faxquote.com,2,1.7
clawler@faxquote.com,3,1.8
clayous@singletechno.com,1,2.4
clayous@singletechno.com,3,3.1
clayous@singletechno.com,4,9.7
clayous@singletechno.com,5,4.9
cleto@betatech.com,1,10.3
clietz@nam-zim.com,2,1.3
clietz@nam-zim.com,3,4.4
clinahan@openlane.com,2,3.6
clinahan@openlane.com,3,3.9
clinahan@openlane.com,4,2.8
clipke@doncon.com,1,18.9
cliukko@inity.com,2,2.7
cliukko@rantouch.com,4,1.1
clueckenbach@finhigh.com,1,4.9
cmadarang@rundofase.com,2,8.3
cmadarang@rundofase.com,3,11.7
cmadarang@rundofase.com,6,2.4
cmai@golddex.com,1,4.6
cmaillard@green-plus.com,1,4.3
cmalet@rundofase.com,2,9.8
cmalet@rundofase.com,3,2.5
cmallett@j-texon.com,1,4.2
cmallett@j-texon.com,2,5.7
cmallett@j-texon.com,3,2.0
cmalvin@condax.com,1,5.1
cmarrier@conecom.com,4,1.2
cmarrier@conecom.com,6,2.3
cmarrier@conecom.com,7,2.9
cmartabano@zencorporation.com,3,2.7
cmatuszak@xx-holding.com,3,2.9
cmclaird@inity.com,1,5.1
cmclaird@inity.com,2,9.8
cmclaird@inity.com,3,3.5
cmeisel@conecom.com,1,1.3
cmeisel@conecom.com,3,4.5
cmeisel@sunnamplex.com,2,1.5
cmeisel@sunnamplex.com,3,5.3
cmelnyk@ontomedia.com,1,3.5
cmeteer@mathtouch.com,1,11.9
cmeteer@mathtouch.com,2,1.7
cmodzelewski@stanredtax.com,4,2.0
cmondella@warephase.com,4,3.9
cmorasca@gogozoom.com,2,2.6
cmorasca@y-corporation.com,1,5.4
cmoyd@toughzap.com,2,1.8
cmulqueen@iselectrics.com,1,1.5
cmulqueen@zathunicon.com,3,6.4
cmunns@stanredtax.com,1,2.2
cmunns@stanredtax.com,2,1.2
cmunns@stanredtax.com,3,2.3
cmyricks@faxquote.com,2,1.7
cmyricks@faxquote.com,3,1.2
cneither@betatech.com,3,2.3
cnestle@stanredtax.com,2,6.5
cnunlee@streethex.com,1,0.4
cnunlee@streethex.com,3,0.7
cohms@scotfind.com,2,2.0
cohms@scotfind.com,3,2.0
cohms@toughzap.com,2,5.1
cohms@toughzap.com,4,10.4
conofrio@toughzap.com,1,2.9
costrosky@isdom.com,4,0.8
cpalaspas@finhigh.com,1,1.9
cpalaspas@y-corporation.com,3,2.3
cpapasergi@golddex.com,4,2.7
cpapasergi@golddex.com,5,1.3
cpapasergi@golddex.com,6,3.6
cpaprocki@scotfind.com,1,2.3
cpaskin@fasehatice.com,4,1.7
cpaulas@nam-zim.com,1,4.5
cpaulas@nam-zim.com,2,1.8
cpaulas@nam-zim.com,3,1.4
cperez@singletechno.com,1,4.6
cperin@zoomit.com,5,2.3
cperruzza@warephase.com,1,6.0
cpinilla@fasehatice.com,1,3.1
cpinilla@fasehatice.com,2,1.0
cplumer@nam-zim.com,3,4.4
cpontoriero@groovestreet.com,2,5.5
cpontoriero@groovestreet.com,3,2.8
cpontoriero@groovestreet.com,4,4.6
cpontoriero@groovestreet.com,5,8.4
cpontoriero@groovestreet.com,7,8.0
cpoquette@kan-code.com,1,3.0
cpoquette@kan-code.com,4,1.8
cpoullion@isdom.com,1,4.0
cpoullion@mathtouch.com,1,8.5
craymo@blackzim.com,3,1.2
cregusters@finhigh.com,3,4.1
cregusters@finhigh.com,4,3.0
creiber@xx-holding.com,2,0.8
creiber@zotware.com,2,3.5
crestrepo@j-texon.com,2,2.8
crestrepo@j-texon.com,4,2.6
crhoden@donquadtech.com,1,1.8
crochin@kan-code.com,1,1.7
crochin@kan-code.com,2,2.6
crochin@kan-code.com,3,12.2
crodenberger@bioholding.com,1,15.3
crodenberger@bioholding.com,3,1.7
crowling@year-job.com,1,4.2
crowling@year-job.com,3,3.1
crowling@year-job.com,4,4.7
cryser@zathunicon.com,1,1.8
csahagun@scotfind.com,1,5.4
csahagun@scotfind.com,3,0.7
csamara@doncon.com,4,3.1
csamu@isdom.com,1,1.2
csamu@isdom.com,3,2.0
csamu@isdom.com,6,10.0
csarao@konex.com,1,3.4
csarao@plexzap.com,2,2.2
csarbacher@bioholding.com,1,1.5
csarbacher@bioholding.com,2,1.7
csawchuk@konex.com,2,2.1
csayaphon@inity.com,3,1.1
csayaphon@plussunin.com,1,4.3
cscheyer@betasoloin.com,1,5.2
cschieler@blackzim.com,3,1.5
cscriven@iselectrics.com,1,3.9
cscriven@iselectrics.com,3,5.3
cseewald@donware.com,1,2.8
cshields@bioholding.com,1,1.6
cshields@lexiqvolax.com,1,2.3
cshin@openlane.com,1,4.3
cshinko@dontechi.com,3,7.8
csimilton@donware.com,1,6.8
cskursky@nam-zim.com,3,1.1
cskursky@nam-zim.com,4,1.3
cslayton@stanredtax.com,4,5.8
cstaback@gogozoom.com,2,6.2
cstaback@gogozoom.com,3,1.6
cstaback@gogozoom.com,4,2.2
cstem@donquadtech.com,2,1.6
cstockham@ontomedia.com,1,5.2
cstockham@ontomedia.com,2,1.4
cstockham@ontomedia.com,3,2.5
cstoltzman@konex.com,3,1.9
cstorment@green-plus.com,3,2.4
cstorment@inity.com,1,4.9
csuell@blackzim.com,2,1.2
csuell@blackzim.com,3,3.4
csuffield@codehow.com,1,6.6
csuffield@codehow.com,2,5.0
csuffield@codehow.com,3,3.6
csweigard@xx-holding.com,4,2.2
csyrop@goodsilron.com,2,1.5
ctagala@zoomit.com,1,6.0
ctjepkema@isdom.com,3,4.8
ctjepkema@ron-tech.com,6,1.5
ctolfree@rangreen.com,3,1.5
ctolfree@rangreen.com,4,1.9
ctomblin@dambase.com,1,3.6
ctoyama@treequote.com,2,1.3
ctromblay@donware.com,1,18.8
ctromblay@funholding.com,2,9.2
ctromblay@funholding.com,4,14.2
ctromblay@funholding.com,6,2.5
cturinetti@donquadtech.com,2,6.5
cturinetti@donquadtech.com,3,11.2
cuyetake@hottechi.com,1,2.7
cvanausdal@domzoom.com,1,2.3
cvanausdal@domzoom.com,2,1.4
cvanausdal@domzoom.com,6,4.7
cvarriano@donquadtech.com,1,16.5
cvillanueva@zumgoity.com,1,1.4
cvillanueva@zumgoity.com,2,1.4
cvonasek@kan-code.com,1,3.3
cvonasek@kan-code.com,3,1.8
cwalthall@ontomedia.com,3,4.9
cwardrip@betasoloin.com,2,10.0
cweglarz@konex.com,1,3.1
cweglarz@konex.com,2,3.2
cwide@sonron.com,3,3.0
cwolfgramm@green-plus.com,1,7.2
cwolny@conecom.com,1,8.5
cwolny@conecom.com,2,15.1
cyaw@condax.com,3,2.0
cyaw@conecom.com,1,18.3
czepp@betatech.com,1,2.3
czepp@y-corporation.com,3,7.2
dabdallah@bioplex.com,1,1.3
dabdallah@bioplex.com,2,2.2
dabdallah@bioplex.com,5,12.2
dandreason@konex.com,1,4.0
dangalich@silis.com,1,7.9
dangalich@silis.com,5,1.2
dangalich@silis.com,6,1.7
dankeny@openlane.com,2,1.4
dankeny@openlane.com,3,3.5
dbarfield@ganjaflex.com,4,22.8
dbennick@zotware.com,2,1.0
dbennick@zotware.com,5,10.4
dbennick@zotware.com,6,2.2
dbennick@zotware.com,8,1.4
dberray@groovestreet.com,2,3.6
dberray@groovestreet.com,4,0.6
dbevelacqua@silis.com,1,2.0
dbevelacqua@silis.com,3,2.3
dbevelacqua@silis.com,4,1.6
dbiddy@streethex.com,1,1.9
dbilden@kinnamplus.com,1,0.7
dbilden@kinnamplus.com,2,1.7
dbilden@opentech.com,1,2.4
dblackwood@toughzap.com,2,1.9
dblackwood@toughzap.com,3,2.4
dboord@year-job.com,1,7.7
dborgman@zoomit.com,1,2.0
dbourbon@groovestreet.com,3,2.1
dbowley@warephase.com,1,1.7
dbreland@inity.com,3,6.4
dbrossart@faxquote.com,3,1.8
dbrossart@faxquote.com,6,2.4
dbrossart@finjob.com,1,7.3
dburnard@zathunicon.com,2,6.2
dbuvens@iselectrics.com,3,3.1
dbuvens@rangreen.com,1,2.2
dcaldarera@isdom.com,1,1.3
dcanlas@konex.com,1,2.8
dcartan@plexzap.com,1,0.7
dcartan@plexzap.com,3,0.3
dchesterfield@isdom.com,1,3.8
dchesterfield@isdom.com,2,3.8
dchesterfield@isdom.com,3,1.8
dclaucherty@streethex.com,1,0.9
dclaucherty@streethex.com,2,1.0
dcolla@ron-tech.com,1,5.3
dcolla@ron-tech.com,2,4.2
dcomnick@finhigh.com,1,19.0
dcomnick@finhigh.com,5,8.9
dcomnick@finhigh.com,9,6.7
dcomnick@rundofase.com,1,2.8
dcomnick@rundofase.com,2,2.4
dcork@zotware.com,1,5.0
dcork@zotware.com,2,2.6
dcorrio@codehow.com,2,1.0
dcousey@blackzim.com,1,0.5
dcousey@finjob.com,2,14.7
dcraghead@silis.com,1,5.2
dcraghead@silis.com,2,1.9
dcronauer@finjob.com,3,11.2
dcrupi@ontomedia.com,2,8.2
dcryer@inity.com,2,1.2
ddarakjy@cancity.com,3,0.8
ddarakjy@cancity.com,4,4.6
ddarakjy@cancity.com,6,10.7
ddegonia@silis.com,3,2.1
ddegroot@stanredtax.com,3,19.9
ddelasancha@funholding.com,6,2.9
ddevreese@fasehatice.com,1,10.6
ddevreese@fasehatice.com,2,1.8
ddhamer@blackzim.com,1,1.6
ddhamer@blackzim.com,2,3.1
ddilliard@konmatfix.com,3,1.6
ddinos@toughzap.com,1,9.8
ddiscipio@j-texon.com,1,5.8
ddiscipio@j-texon.com,3,4.1
ddiscipio@j-texon.com,5,1.8
ddiscipio@j-texon.com,7,1.9
dehmann@condax.com,2,5.3
dehmann@condax.com,3,4.6
demard@scotfind.com,1,5.7
demard@scotfind.com,3,2.9
demigh@yearin.com,1,25.7
dengelberg@rangreen.com,2,2.3
destell@conecom.com,1,3.2
dfallick@toughzap.com,2,2.3
dfallick@toughzap.com,3,6.1
dfarrow@domzoom.com,4,1.9
dfeichtner@toughzap.com,1,1.9
dfeichtner@toughzap.com,3,6.1
dfeichtner@toughzap.com,4,4.9
dfeichtner@toughzap.com,6,2.2
dfelger@bioholding.com,1,4.9
dfelger@y-corporation.com,3,10.0
dfelger@y-corporation.com,5,5.9
dfelger@y-corporation.com,6,14.2
dfelger@y-corporation.com,8,13.8
dfelger@y-corporation.com,15,4.7
dfigeroa@j-texon.com,1,0.7
dfigeroa@j-texon.com,4,2.0
dfigeroa@plexzap.com,1,6.8
dflosi@konmatfix.com,2,2.4
dfrancescon@plusstrip.com,1,3.6
dfrerking@konex.com,1,6.3
dfritz@betatech.com,4,3.7
dgehrett@scotfind.com,1,0.8
dgellinger@conecom.com,4,2.4
dgesick@rundofase.com,1,23.7
dgillaspie@lexiqvolax.com,2,2.6
dgleich@openlane.com,2,1.6
dgleich@sumace.com,2,0.6
dgleich@sumace.com,4,5.5
dgood@gogozoom.com,1,9.2
dgotter@donware.com,2,1.1
dgotter@donware.com,3,6.3
dharnos@rantouch.com,1,1.3
dharnos@rantouch.com,4,4.0
dharnos@rantouch.com,7,2.3
dharoldson@fasehatice.com,4,2.1
dharoldson@fasehatice.com,5,2.2
dharoldson@fasehatice.com,6,3.6
dharoldson@zathunicon.com,2,7.5
dhaufler@bioplex.com,1,13.2
dheimann@konmatfix.com,2,6.4
dheimann@konmatfix.com,3,1.5
dheimann@konmatfix.com,4,2.8
dheintzman@nam-zim.com,2,3.3
dhidvegi@konmatfix.com,1,1.5
dhidvegi@konmatfix.com,3,3.4
dhidvegi@konmatfix.com,5,2.7
dhirpara@xx-zobam.com,3,4.8
dhoa@groovestreet.com,1,1.7
dhughey@condax.com,3,1.9
dhughey@newex.com,1,2.5
dhughey@newex.com,2,2.6
disenhower@opentech.com,3,0.8
diturbide@ganjaflex.com,1,2.0
diturbide@isdom.com,1,0.8
diturbide@isdom.com,2,0.4
djulia@zathunicon.com,1,2.4
djuvera@xx-zobam.com,2,2.1
djuvera@zencorporation.com,3,1.5
dkannady@yearin.com,1,1.2
dkannady@yearin.com,3,2.5
dkines@gogozoom.com,2,7.1
dkines@gogozoom.com,3,4.1
dkines@gogozoom.com,4,3.6
dkines@gogozoom.com,5,4.1
dkines@gogozoom.com,6,4.0
dkines@rangreen.com,1,3.5
dkines@stanredtax.com,1,6.4
dkippley@plexzap.com,1,7.1
dkippley@plexzap.com,2,14.1
dkippley@plexzap.com,4,2.0
dklimek@groovestreet.com,1,4.1
dkoppinger@condax.com,6,2.4
dkulzer@gogozoom.com,2,2.6
dkulzer@gogozoom.com,3,6.2
dkulzer@rundofase.com,2,2.0
dkulzer@rundofase.com,4,1.9
dlapage@bioplex.com,1,13.3
dlapage@bioplex.com,2,4.4
dlatzke@funholding.com,2,6.8
dlatzke@funholding.com,3,2.4
dleinenbach@zumgoity.com,1,0.9
dleinenbach@zumgoity.com,9,1.7
dleto@ganjaflex.com,2,8.8
dleto@ganjaflex.com,3,2.2
dlizama@funholding.com,1,5.2
dlizama@funholding.com,2,3.6
dlother@konmatfix.com,1,1.9
dluczki@ganjaflex.com,1,2.4
dmaclead@zathunicon.com,3,2.8
dmaile@conecom.com,1,0.4
dmaile@conecom.com,3,0.5
dmaisto@stanredtax.com,2,2.8
dmaisto@toughzap.com,2,6.1
dmaisto@toughzap.com,3,15.5
dmalvin@conecom.com,1,2.7
dmalvin@conecom.com,3,6.2
dmalvin@domzoom.com,3,3.8
dmarrier@newex.com,1,2.6
dmarrier@newex.com,2,3.5
dmclaird@bioholding.com,2,3.4
dmclaird@bioholding.com,4,3.1
dmcnease@ontomedia.com,1,7.0
dmcnease@ontomedia.com,5,1.7
dmcnease@xx-holding.com,3,2.1
dmeinerding@toughzap.com,2,5.0
dmeinerding@toughzap.com,5,3.9
dmeisel@goodsilron.com,1,1.0
dmeisel@goodsilron.com,3,6.6
dmiceli@treequote.com,1,13.8
dmiceli@treequote.com,2,1.8
dmondella@ron-tech.com,2,2.3
dmorasca@y-corporation.com,3,1.4
dmorasca@y-corporation.com,4,3.7
dmorocco@faxquote.com,2,6.0
dmorocco@faxquote.com,4,1.4
dmorocco@faxquote.com,5,1.4
dmyricks@hatfan.com,1,2.7
dneither@funholding.com,2,0.9
dneither@funholding.com,3,1.2
dnunlee@isdom.com,1,2.0
dnunlee@isdom.com,6,2.4
dogg@inity.com,1,4.8
dpaa@labdrill.com,3,2.1
dpaa@labdrill.com,4,4.5
dpagliuca@plussunin.com,1,1.8
dpagliuca@stanredtax.com,1,4.8
dpagliuca@stanredtax.com,2,0.9
dpagliuca@stanredtax.com,6,3.0
dpagliuca@stanredtax.com,7,1.7
dpagliuca@stanredtax.com,8,2.5
dpagliuca@stanredtax.com,11,1.6
dpagliuca@stanredtax.com,12,0.9
dpalaia@betatech.com,2,1.8
dpalaspas@fasehatice.com,2,3.3
dpalaspas@fasehatice.com,3,1.8
dperruzza@scotfind.com,3,0.8
dplumer@plussunin.com,2,3.7
dpontoriero@plexzap.com,3,6.9
dpoquette@stanredtax.com,3,2.5
draymo@betatech.com,2,0.8
dreiber@openlane.com,1,8.0
drhym@groovestreet.com,2,7.0
drim@green-plus.com,2,2.9
drim@green-plus.com,3,4.3
drim@zathunicon.com,2,3.0
drim@zathunicon.com,3,2.1
drochin@cancity.com,1,3.8
drochin@j-texon.com,1,3.6
drodefer@fasehatice.com,1,3.4
drodefer@statholdings.com,1,5.6
dryser@zoomit.com,2,3.0
dsama@betatech.com,2,2.5
dsama@betatech.com,3,2.1
dsamara@finhigh.com,1,4.3
dsamara@finhigh.com,3,7.4
dsamu@finjob.com,1,4.1
dsamu@finjob.com,4,1.6
dsaras@rantouch.com,2,8.9
dsaras@rantouch.com,3,3.3
dschemmer@iselectrics.com,2,1.2
dschemmer@iselectrics.com,3,1.6
dschemmer@streethex.com,3,9.0
dscipione@labdrill.com,6,3.3
dscriven@doncon.com,3,1.2
dsemidey@singletechno.com,1,6.1
dshadrick@rantouch.com,1,5.8
dshadrick@rantouch.com,3,2.0
dshealy@doncon.com,1,3.3
dshin@sonron.com,1,3.4
dshinko@ontomedia.com,3,2.4
dskulski@finhigh.com,2,4.3
dskursky@conecom.com,1,6.0
dskursky@conecom.com,2,1.7
dskursky@conecom.com,6,3.3
dskursky@konex.com,3,7.7
dskursky@konex.com,4,4.6
dslayton@xx-holding.com,1,1.7
dslusarski@doncon.com,1,2.1
dsmith@silis.com,1,0.6
dspickerman@fasehatice.com,2,6.1
dsteffensmeier@cancity.com,3,2.6
dsteier@openlane.com,1,11.2
dstimmel@dalttechnology.com,1,1.6
dstimmel@dalttechnology.com,3,0.9
dstrassner@plussunin.com,1,7.8
dtawil@donware.com,1,4.7
dtawil@donware.com,3,3.3
dtollner@ontomedia.com,1,6.7
dtollner@plusstrip.com,1,2.6
dtollner@xx-zobam.com,2,2.1
dtomasulo@toughzap.com,1,2.3
dtreston@finhigh.com,1,2.5
dturinetti@conecom.com,1,0.8
dturinetti@conecom.com,5,1.4
dturinetti@conecom.com,6,1.0
dturinetti@conecom.com,9,3.0
dturinetti@conecom.com,10,2.7
dupthegrove@year-job.com,1,1.5
dupthegrove@year-job.com,2,1.6
dvanheusen@streethex.com,1,2.2
dvanheusen@streethex.com,2,0.9
dwardrip@inity.com,2,2.4
dwardrip@inity.com,3,11.9
dwaymire@hatfan.com,2,2.3
dweglarz@hatfan.com,1,6.4
dweglarz@hatfan.com,2,19.8
dwenner@blackzim.com,1,3.0
dwenner@mathtouch.com,3,5.5
dwiklund@kinnamplus.com,2,6.7
dwiklund@kinnamplus.com,3,7.3
dwiklund@kinnamplus.com,4,2.7
dwiklund@xx-holding.com,3,3.5
dwiklund@xx-holding.com,4,8.4
dyglesias@sonron.com,1,3.5
dyori@bioholding.com,1,0.8
dyori@ganjaflex.com,2,2.6
dyori@ganjaflex.com,3,8.1
dyori@ganjaflex.com,4,3.2
dyori@stanredtax.com,2,2.7
dzane@j-texon.com,1,5.7
dzepp@donware.com,2,2.2
dzurcher@plexzap.com,2,1.1
eagramonte@openlane.com,5,6.0
eagramonte@openlane.com,7,3.2
ealbares@stanredtax.com,1,4.1
eamyot@sumace.com,3,3.6
eamyot@sumace.com,5,3.5
ebaltimore@labdrill.com,4,0.5
ebayless@rundofase.com,1,1.4
ebergesen@zoomit.com,3,1.5
ebirkner@conecom.com,1,1.4
ebirkner@conecom.com,2,3.7
ebitsuie@labdrill.com,3,3.9
eblunk@cancity.com,2,3.9
eblunk@plusstrip.com,4,3.0
eblunk@plusstrip.com,6,3.8
eblunk@plusstrip.com,9,4.1
ebuemi@plussunin.com,3,1.1
ebuemi@statholdings.com,1,2.1
ecanlas@labdrill.com,2,2.0
ecanlas@labdrill.com,3,1.8
ecartan@streethex.com,3,6.6
ecaudy@xx-holding.com,2,4.7
ecaudy@xx-holding.com,3,1.1
ecoody@treequote.com,1,5.1
ecoody@treequote.com,3,1.5
ecoody@treequote.com,4,2.1
ecoody@treequote.com,5,5.8
ecookey@doncon.com,1,5.3
ecorrington@opentech.com,3,1.9
ecorrio@rundofase.com,1,0.5
edarakjy@faxquote.com,2,3.0
edarakjy@faxquote.com,3,1.7
edegroot@plussunin.com,3,2.1
edelasancha@betatech.com,1,9.8
edeleo@kan-code.com,1,1.3
edeleo@kan-code.com,4,0.6
edemesa@labdrill.com,3,2.7
edilello@doncon.com,3,2.6
edilliard@warephase.com,2,3.4
edubaldi@zumgoity.com,2,3.0
eduenas@bioplex.com,2,10.4
eehmann@fasehatice.com,1,4.6
eengelberg@inity.com,4,6.1
eeroman@yearin.com,2,11.8
eeroman@yearin.com,6,5.7
eeroman@yearin.com,7,3.1
eeroman@yearin.com,9,1.6
efarrar@fasehatice.com,3,2.5
efeichtner@rangreen.com,3,2.0
efillingim@codehow.com,2,2.5
efillingim@codehow.com,3,2.3
efrankel@kan-code.com,1,2.2
egato@streethex.com,1,1.9
egato@streethex.com,3,2.3
egato@streethex.com,4,3.8
egleich@cancity.com,3,1.5
egleich@cancity.com,4,5.3
egotter@rundofase.com,2,3.6
eharoldson@toughzap.com,1,0.9
eharoldson@toughzap.com,5,2.8
ehauenstein@donware.com,1,2.1
ehengel@streethex.com,3,1.7
ehoffis@groovestreet.com,1,3.9
ehoffis@groovestreet.com,3,0.8
ehollack@doncon.com,4,0.9
ehoneywell@doncon.com,2,2.2
ehoneywell@doncon.com,3,1.4
ehoopengardner@newex.com,1,1.4
ejayson@stanredtax.com,1,7.8
ejayson@stanredtax.com,2,3.2
ejeanty@donquadtech.com,3,2.7
ejeanty@donware.com,2,9.9
ejeanty@donware.com,3,6.6
ejuvera@konex.com,1,7.4
ekaniecki@plexzap.com,1,2.2
ekannady@betatech.com,3,4.6
ekarpin@domzoom.com,1,3.3
ekarpin@domzoom.com,2,4.7
ekarpin@domzoom.com,3,7.2
ekeneipp@sunnamplex.com,2,8.3
ekeneipp@sunnamplex.com,4,1.0
eklusman@zoomit.com,1,1.1
ekolmetz@konex.com,2,3.7
ekolmetz@konex.com,5,2.3
ekonopacki@plusstrip.com,2,3.5
ekonopacki@plusstrip.com,3,13.5
ekownacki@donquadtech.com,2,2.8
ekulzer@toughzap.com,1,2.4
elabreche@hottechi.com,2,1.5
elabreche@hottechi.com,3,2.4
elietz@betasoloin.com,2,1.6
elietz@betasoloin.com,3,2.1
elipke@blackzim.com,2,3.6
elipke@blackzim.com,4,15.3
elorens@hatfan.com,1,6.7
emai@warephase.com,1,2.7
emaybury@hatfan.com,1,4.8
emcdoniel@green-plus.com,2,2.0
emcdoniel@green-plus.com,3,10.9
emelnyk@dambase.com,2,12.0
emelnyk@dambase.com,3,2.7
emodzelewski@donquadtech.com,2,0.6
emodzelewski@donquadtech.com,6,2.2
emodzelewski@scotfind.com,2,2.1
emoyd@dambase.com,3,7.1
emyricks@betatech.com,1,1.5
emyricks@betatech.com,3,4.6
emyricks@dalttechnology.com,1,3.4
enievas@rundofase.com,3,2.6
enunlee@dalttechnology.com,2,2.7
enunlee@dalttechnology.com,3,1.7
eogg@singletechno.com,1,7.4
eoldroyd@dalttechnology.com,1,1.7
epaa@zumgoity.com,3,2.7
epagliuca@singletechno.com,1,3.2
eperez@newex.com,3,2.9
eperin@fasehatice.com,1,8.5
eperin@golddex.com,1,1.6
eperin@golddex.com,4,2.0
epolidori@rantouch.com,2,0.7
epolidori@rantouch.com,3,4.7
epontoriero@rundofase.com,3,1.7
epontoriero@rundofase.com,4,4.0
epontoriero@rundofase.com,5,1.4
epoquette@codehow.com,1,0.6
epoquette@codehow.com,2,0.4
eragel@yearin.com,3,2.2
eraymo@plussunin.com,1,2.4
ereiber@zathunicon.com,1,8.2
ereiber@zathunicon.com,2,8.9
ereiber@zathunicon.com,5,6.9
ereiber@zathunicon.com,6,2.6
ereiber@zathunicon.com,7,2.6
erentfro@codehow.com,3,6.7
erim@sunnamplex.com,2,3.7
erodeigues@toughzap.com,3,3.4
erodenberger@betasoloin.com,2,2.0
erowling@xx-holding.com,2,1.8
erulapaugh@groovestreet.com,2,14.1
erulapaugh@silis.com,6,3.9
esaras@fasehatice.com,1,2.5
esaras@funholding.com,2,4.3
esaras@y-corporation.com,3,2.2
esaulter@iselectrics.com,1,2.8
eschnitzler@zoomit.com,1,4.5
eschoeneck@warephase.com,3,4.9
esemidey@dontechi.com,1,3.9
esemidey@dontechi.com,2,1.4
esengbusch@betasoloin.com,1,2.4
esengbusch@betasoloin.com,2,2.4
esimilton@blackzim.com,1,1.5
espickerman@gogozoom.com,4,1.5
espringe@rantouch.com,1,2.2
espringe@rantouch.com,3,2.4
estaback@stanredtax.com,1,3.8
estaback@stanredtax.com,4,3.4
estem@zoomit.com,2,0.7
estenseth@statholdings.com,1,4.2
estenseth@statholdings.com,2,19.9
esuffield@groovestreet.com,1,9.4
eswayze@sunnamplex.com,3,11.1
esweely@labdrill.com,1,2.3
etegarden@plexzap.com,1,2.6
ethreets@xx-holding.com,1,2.0
ethyberg@xx-zobam.com,1,1.2
ethyberg@xx-zobam.com,2,1.1
ethyberg@xx-zobam.com,4,1.7
etillotson@ron-tech.com,2,2.4
etillotson@ron-tech.com,4,5.4
etillotson@ron-tech.com,6,1.5
etolfree@treequote.com,1,1.7
etolfree@treequote.com,2,2.8
etoyama@y-corporation.com,1,4.9
etoyama@y-corporation.com,3,0.7
etreston@cancity.com,3,5.9
etromblay@sonron.com,1,4.0
eupthegrove@zumgoity.com,1,1.6
eupthegrove@zumgoity.com,4,2.5
evarriano@nam-zim.com,3,3.4
evillanueva@scottech.com,1,4.3
evocelka@opentech.com,2,2.3
ewalthall@betasoloin.com,1,1.5
ewalthall@betasoloin.com,2,1.0
ewardrip@ontomedia.com,2,1.9
ewide@groovestreet.com,1,17.5
ewolny@year-job.com,2,2.3
ewolny@year-job.com,4,2.3
eyaw@treequote.com,3,2.6
ezagen@doncon.com,3,13.6
